"","id_colaborador","nome","sexo_biologico","idade","cargo","nota_desempenho","remuneracao","horas_treinamento"
"291","INT000291","Theo Abreu","Masculino",37,"Inteligência comercial","Bom",10351.96,23
"292","INT000292","Luiz Miguel Jesus","Masculino",50,"Inteligência comercial","Insuficiente",8478.27,24
"293","INT000293","Alice da Rocha","Feminino",38,"Inteligência comercial","Regular",9535.25,30
"294","INT000294","Oliver Abreu","Masculino",37,"Inteligência comercial","Bom",11410.13,17
"295","INT000295","Luiz Henrique Santos","Masculino",39,"Inteligência comercial","Regular",11691.61,20
"296","INT000296","Arthur Gabriel Ferreira","Masculino",40,"Inteligência comercial","Regular",11609.26,14
"297","INT000297","Maria Liz Silveira","Feminino",34,"Inteligência comercial","Insuficiente",10552.72,20
"298","INT000298","Ravi Lucca Correia","Masculino",25,"Inteligência comercial","Bom",11215.79,13
"299","INT000299","Ana Liz Gonçalves","Feminino",27,"Inteligência comercial","Excelente",9854.24,18
"300","INT000300","Pedro Miguel da Conceição","Masculino",25,"Inteligência comercial","Excelente",12341.91,22
"301","INT000301","Vitor Gabriel da Rosa","Masculino",50,"Inteligência comercial","Excelente",11097.47,23
"302","INT000302","Luiz Henrique Porto","Masculino",36,"Inteligência comercial","Regular",11613.5,25
"303","INT000303","Anthony Gabriel da Costa","Masculino",35,"Inteligência comercial","Insuficiente",8591.84,21
"304","INT000304","Laura Rezende","Feminino",39,"Inteligência comercial","Regular",10633.38,18
"305","INT000305","Sara Novais","Feminino",34,"Inteligência comercial","Insuficiente",8308.01,18
"306","INT000306","Ana Clara Pereira","Feminino",25,"Inteligência comercial","Insuficiente",8876.59,20
"307","INT000307","Nathan Silveira","Masculino",36,"Inteligência comercial","Bom",11905.5,16
"308","INT000308","Davi Lucca Novaes","Masculino",34,"Inteligência comercial","Bom",11051.46,21
"309","INT000309","Maria Júlia Barros","Feminino",25,"Inteligência comercial","Regular",9184.26,28
"310","INT000310","Marcelo da Mata","Masculino",30,"Inteligência comercial","Excelente",11106.94,25
"311","INT000311","Pietro Gomes","Masculino",35,"Inteligência comercial","Regular",10234.81,22
"312","INT000312","Luiz Fernando Nogueira","Masculino",36,"Inteligência comercial","Bom",10881.96,16
"313","INT000313","Théo Garcia","Masculino",25,"Inteligência comercial","Regular",9684.35,28
"314","INT000314","Alexia da Cruz","Feminino",42,"Inteligência comercial","Regular",10557.85,18
"315","INT000315","Luara Abreu","Feminino",29,"Inteligência comercial","Bom",9885.21,23
"316","INT000316","Laura Martins","Feminino",30,"Inteligência comercial","Regular",8640.73,16
"317","INT000317","Lucas Gabriel Moreira","Masculino",41,"Inteligência comercial","Bom",10924.68,19
"318","INT000318","Pedro Henrique Araújo","Masculino",29,"Inteligência comercial","Excelente",11839.85,24
"319","INT000319","Léo Carvalho","Masculino",42,"Inteligência comercial","Regular",10371.51,18
"320","INT000320","Nathan Farias","Masculino",33,"Inteligência comercial","Bom",11813.54,24
"321","INT000321","Renan Nogueira","Masculino",28,"Inteligência comercial","Insuficiente",10431.65,29
"322","INT000322","Ana Cecília Pereira","Feminino",36,"Inteligência comercial","Excelente",10302.68,18
"323","INT000323","Maria Flor Vasconcelos","Feminino",45,"Inteligência comercial","Regular",8575.71,23
"324","INT000324","Danilo Cardoso","Masculino",44,"Inteligência comercial","Regular",11839.1,19
"325","INT000325","Alana Silva","Feminino",39,"Inteligência comercial","Excelente",10013.48,22
"326","INT000326","Maria Flor Peixoto","Feminino",25,"Inteligência comercial","Bom",8897.67,16
"327","INT000327","Aurora Dias","Feminino",25,"Inteligência comercial","Regular",11103.03,18
"328","INT000328","Ayla Sales","Feminino",45,"Inteligência comercial","Bom",9817.77,20
"329","INT000329","Theo das Neves","Masculino",58,"Inteligência comercial","Excelente",12826.99,18
"330","INT000330","Cauê Campos","Masculino",52,"Inteligência comercial","Regular",11404.18,17
"331","INT000331","Isaque Guerra","Masculino",34,"Inteligência comercial","Excelente",12522.53,26
"332","INT000332","Mariana Rezende","Feminino",25,"Inteligência comercial","Regular",10168.63,19
"333","INT000333","Otávio Cassiano","Masculino",26,"Inteligência comercial","Insuficiente",10535.44,17
"334","INT000334","Bento Novais","Masculino",25,"Inteligência comercial","Excelente",12920.2,26
"335","INT000335","Pietro Santos","Masculino",36,"Inteligência comercial","Bom",10654.24,18
"336","INT000336","Pietro Costela","Masculino",53,"Inteligência comercial","Bom",9852.78,9
"337","INT000337","Liz Cavalcanti","Feminino",29,"Inteligência comercial","Regular",9700.37,20
"338","INT000338","Emilly Silva","Feminino",33,"Inteligência comercial","Bom",8861.07,28
"339","INT000339","Danilo Mendonça","Masculino",51,"Inteligência comercial","Bom",10840.07,17
"340","INT000340","Matteo da Mota","Masculino",33,"Inteligência comercial","Excelente",11731.47,28
"341","INT000341","Gustavo Ribeiro","Masculino",57,"Inteligência comercial","Excelente",10736.53,19
"342","INT000342","Emanuel Silveira","Masculino",57,"Inteligência comercial","Regular",9356,24
"343","INT000343","Yan Vasconcelos","Masculino",36,"Inteligência comercial","Excelente",11767.52,17
"344","INT000344","Samuel Caldeira","Masculino",31,"Inteligência comercial","Excelente",11646.65,14
"345","INT000345","Thales Ferreira","Masculino",44,"Inteligência comercial","Bom",10086.4,24
"346","INT000346","Manuella da Paz","Feminino",27,"Inteligência comercial","Excelente",9982.72,12
"347","INT000347","Bella Moraes","Feminino",25,"Inteligência comercial","Excelente",10214.64,32
"348","INT000348","Josué Freitas","Masculino",50,"Inteligência comercial","Bom",11372.29,20
"349","INT000349","Vitor Gabriel Moreira","Masculino",49,"Inteligência comercial","Excelente",12508.91,20
"350","INT000350","Emanuelly Aragão","Feminino",32,"Inteligência comercial","Insuficiente",9144.53,14
"351","INT000351","Renan Moura","Masculino",25,"Inteligência comercial","Excelente",10406.36,22
"352","INT000352","Gabriela Câmara","Feminino",25,"Inteligência comercial","Regular",10249.38,22
"353","INT000353","Maria Júlia Porto","Feminino",31,"Inteligência comercial","Bom",10511.76,18
"354","INT000354","Marcos Vinicius Mendonça","Masculino",32,"Inteligência comercial","Regular",9217.38,23
"355","INT000355","Nicolas Montenegro","Masculino",34,"Inteligência comercial","Excelente",10304.81,18
"356","INT000356","Eloá Jesus","Feminino",40,"Inteligência comercial","Insuficiente",10086.49,16
"357","INT000357","Isaque Melo","Masculino",44,"Inteligência comercial","Insuficiente",9218.54,27
"358","INT000358","Ágatha Gonçalves","Feminino",44,"Inteligência comercial","Excelente",11703.36,27
"359","INT000359","Gabrielly Mendonça","Feminino",25,"Inteligência comercial","Excelente",9535.71,15
"360","INT000360","Brenda Leão","Feminino",27,"Inteligência comercial","Regular",8929.88,15
"361","INT000361","Igor Barros","Masculino",45,"Inteligência comercial","Insuficiente",10597.98,13
"362","INT000362","Manuella Pacheco","Feminino",34,"Inteligência comercial","Bom",8969.03,16
"363","INT000363","Arthur Moreira","Masculino",52,"Inteligência comercial","Bom",9394.95,17
"364","INT000364","Enzo Gabriel Costela","Masculino",41,"Inteligência comercial","Excelente",10417,15
"365","INT000365","Lunna Nogueira","Feminino",48,"Inteligência comercial","Bom",11316.77,18
"366","INT000366","Nicolas Alves","Masculino",42,"Inteligência comercial","Bom",11748.63,22
"367","INT000367","Olivia Gonçalves","Feminino",41,"Inteligência comercial","Bom",10591.6,26
"368","INT000368","Gabrielly Aparecida","Feminino",27,"Inteligência comercial","Excelente",10454.42,13
"369","INT000369","Gael Albuquerque","Masculino",37,"Inteligência comercial","Excelente",12770.02,21
"370","INT000370","José Borges","Masculino",46,"Inteligência comercial","Regular",10144.26,28
"371","INT000371","Kevin Costa","Masculino",53,"Inteligência comercial","Regular",10220.34,15
"372","INT000372","Luan Costela","Masculino",44,"Inteligência comercial","Bom",9404.93,10
"373","INT000373","Eduardo Viana","Masculino",36,"Inteligência comercial","Insuficiente",10277.02,21
"374","INT000374","Liz Machado","Feminino",44,"Inteligência comercial","Bom",9179.58,24
"375","INT000375","João Gabriel Souza","Masculino",25,"Inteligência comercial","Bom",12077.41,29
"376","INT000376","Renan Costela","Masculino",25,"Inteligência comercial","Regular",9695.11,18
"377","INT000377","Mariane Oliveira","Feminino",37,"Inteligência comercial","Regular",8522.41,19
"378","INT000378","André da Rocha","Masculino",37,"Inteligência comercial","Insuficiente",10792.43,19
"379","INT000379","Camila Correia","Feminino",36,"Inteligência comercial","Excelente",9400.92,29
"380","INT000380","Gustavo Henrique Leão","Masculino",38,"Inteligência comercial","Excelente",10035.65,11
"381","INT000381","Isaque Jesus","Masculino",43,"Inteligência comercial","Regular",9034.84,24
"382","INT000382","Ana Sophia Araújo","Feminino",25,"Inteligência comercial","Bom",10179.55,9
"383","INT000383","Sofia Correia","Feminino",36,"Inteligência comercial","Excelente",10999.81,24
"384","INT000384","Heloisa Campos","Feminino",40,"Inteligência comercial","Regular",10444.28,23
"385","INT000385","Jade Sampaio","Feminino",42,"Inteligência comercial","Bom",10961.61,14
"386","INT000386","Mariah Rocha","Feminino",50,"Inteligência comercial","Bom",10648.15,24
"387","INT000387","Benjamin Cassiano","Masculino",39,"Inteligência comercial","Bom",10380.15,18
"388","INT000388","Benjamin Aparecida","Masculino",40,"Inteligência comercial","Excelente",12499.99,21
"389","INT000389","Maria Eduarda Campos","Feminino",25,"Inteligência comercial","Excelente",9302.74,17
"390","INT000390","Vitória Duarte","Feminino",25,"Inteligência comercial","Bom",10274.33,19
"391","INT000391","Aurora Leão","Feminino",28,"Inteligência comercial","Bom",10066.6,17
"392","INT000392","Raul Leão","Masculino",48,"Inteligência comercial","Insuficiente",9208.45,12
"393","INT000393","Yago da Mota","Masculino",31,"Inteligência comercial","Excelente",12696.25,6
"394","INT000394","Luara Costela","Feminino",38,"Inteligência comercial","Insuficiente",8660.3,18
"395","INT000395","Murilo Camargo","Masculino",37,"Inteligência comercial","Bom",9160.72,14
"396","INT000396","Isabelly Rezende","Feminino",28,"Inteligência comercial","Bom",9109.49,17
"397","INT000397","Eloah Ferreira","Feminino",32,"Inteligência comercial","Bom",10362.47,22
"398","INT000398","José Pedro das Neves","Masculino",33,"Inteligência comercial","Bom",9190.03,28
"399","INT000399","Ester Pinto","Feminino",26,"Inteligência comercial","Regular",8818.64,13
"400","INT000400","Larissa Aragão","Feminino",25,"Inteligência comercial","Bom",9019.39,16
"401","INT000401","Emanuel Caldeira","Masculino",35,"Inteligência comercial","Regular",11175.71,14
"402","INT000402","Sara Dias","Feminino",25,"Inteligência comercial","Bom",9585.7,25
"403","INT000403","Thales Carvalho","Masculino",32,"Inteligência comercial","Regular",11761.78,9
"404","INT000404","Gabrielly Souza","Feminino",34,"Inteligência comercial","Regular",9235.11,23
"405","INT000405","Arthur Miguel Câmara","Masculino",44,"Inteligência comercial","Excelente",10714.04,25
"406","INT000406","Ana Laura da Cruz","Feminino",32,"Inteligência comercial","Insuficiente",8932.92,8
"407","INT000407","Nathan Pimenta","Masculino",47,"Inteligência comercial","Insuficiente",10014.13,15
"408","INT000408","Anthony Gabriel Marques","Masculino",43,"Inteligência comercial","Insuficiente",10121.91,24
"409","INT000409","Ana Lívia Rezende","Feminino",27,"Inteligência comercial","Excelente",9602.62,24
"410","INT000410","Benjamim Montenegro","Masculino",32,"Inteligência comercial","Insuficiente",9874.19,25
"411","INT000411","Diego Sá","Masculino",40,"Inteligência comercial","Insuficiente",8491.89,24
"412","INT000412","Melina da Luz","Feminino",36,"Inteligência comercial","Regular",9691.66,21
"413","INT000413","Eloá Ribeiro","Feminino",44,"Inteligência comercial","Regular",9138.12,26
"414","INT000414","Esther Mendonça","Feminino",42,"Inteligência comercial","Insuficiente",9689.08,14
"415","INT000415","Laís Cirino","Feminino",25,"Inteligência comercial","Insuficiente",7846.31,20
"416","INT000416","Luiz Miguel Peixoto","Masculino",36,"Inteligência comercial","Regular",9960.92,24
"417","INT000417","Leonardo Rezende","Masculino",44,"Inteligência comercial","Bom",11909.77,18
"418","INT000418","Noah Andrade","Masculino",48,"Inteligência comercial","Insuficiente",10304.32,15
"419","INT000419","Maria Clara Santos","Feminino",39,"Inteligência comercial","Excelente",11505.85,14
"420","INT000420","Manuela Viana","Feminino",29,"Inteligência comercial","Bom",8662.22,22
"421","INT000421","Bruna Rocha","Feminino",25,"Inteligência comercial","Insuficiente",9394.34,24
"422","INT000422","Sabrina Fonseca","Feminino",25,"Inteligência comercial","Insuficiente",8818.74,22
"423","INT000423","Lucas Freitas","Masculino",40,"Inteligência comercial","Insuficiente",9304.39,26
"424","INT000424","Samuel Brito","Masculino",40,"Inteligência comercial","Regular",10345.32,19
"425","INT000425","Valentim Sales","Masculino",26,"Inteligência comercial","Bom",10226.15,23
"426","ASS000426","Pietro Azevedo","Masculino",37,"Assistente de vendas","Regular",7797.96,21
"427","ASS000427","Joaquim Santos","Masculino",43,"Assistente de vendas","Regular",6505.19,15
"428","ASS000428","Maria Eduarda Garcia","Feminino",18,"Assistente de vendas","Bom",6194.15,22
"429","ASS000429","Mathias Castro","Masculino",48,"Assistente de vendas","Excelente",9130.1,22
"430","ASS000430","Augusto Pastor","Masculino",33,"Assistente de vendas","Insuficiente",7876.67,28
"431","ASS000431","Vitor Hugo Câmara","Masculino",50,"Assistente de vendas","Bom",8372.83,19
"432","ASS000432","Vitória Pastor","Feminino",25,"Assistente de vendas","Insuficiente",6345.06,22
"433","ASS000433","Amanda Ferreira","Feminino",20,"Assistente de vendas","Bom",6816.38,23
"434","ASS000434","Henry das Neves","Masculino",32,"Assistente de vendas","Insuficiente",6758.89,23
"435","ASS000435","Pedro Miguel Farias","Masculino",36,"Assistente de vendas","Excelente",7010.47,23
"436","ASS000436","Maysa Machado","Feminino",26,"Assistente de vendas","Excelente",7260.84,14
"437","ASS000437","Luiz Otávio Sousa","Masculino",35,"Assistente de vendas","Excelente",8441.03,30
"438","ASS000438","Isabel Cunha","Feminino",33,"Assistente de vendas","Excelente",7015.3,17
"439","ASS000439","Maria Cecília Montenegro","Feminino",28,"Assistente de vendas","Regular",6734.1,21
"440","ASS000440","Calebe Câmara","Masculino",36,"Assistente de vendas","Regular",6200.31,16
"441","ASS000441","Cauã Brito","Masculino",20,"Assistente de vendas","Insuficiente",7590.09,18
"442","ASS000442","Maya da Mota","Feminino",34,"Assistente de vendas","Bom",7287.55,19
"443","ASS000443","Oliver Gomes","Masculino",36,"Assistente de vendas","Regular",7032.13,20
"444","ASS000444","Renan Cavalcante","Masculino",53,"Assistente de vendas","Bom",6966.3,16
"445","ASS000445","Ana Julia Siqueira","Feminino",21,"Assistente de vendas","Insuficiente",5746.72,13
"446","ASS000446","Heloísa Sousa","Feminino",18,"Assistente de vendas","Bom",6865.27,26
"447","ASS000447","Maria Sophia Fernandes","Feminino",36,"Assistente de vendas","Excelente",6989.02,14
"448","ASS000448","Isis Mendes","Feminino",33,"Assistente de vendas","Excelente",6972.78,29
"449","ASS000449","Vinícius Vieira","Masculino",27,"Assistente de vendas","Regular",8678.24,24
"450","ASS000450","Anthony Montenegro","Masculino",22,"Assistente de vendas","Insuficiente",8112.29,27
"451","ASS000451","Maria Laura Barbosa","Feminino",45,"Assistente de vendas","Regular",6418.35,20
"452","ASS000452","Fernanda Casa Grande","Feminino",44,"Assistente de vendas","Regular",8183.57,18
"453","ASS000453","Benjamin Pacheco","Masculino",18,"Assistente de vendas","Regular",7711.23,15
"454","ASS000454","Luísa Abreu","Feminino",25,"Assistente de vendas","Insuficiente",7613.66,19
"455","ASS000455","Ravi da Cunha","Masculino",54,"Assistente de vendas","Excelente",6504.84,26
"456","ASS000456","Igor Sá","Masculino",32,"Assistente de vendas","Excelente",7206.01,17
"457","ASS000457","Davi Barbosa","Masculino",32,"Assistente de vendas","Regular",8665.62,18
"458","ASS000458","Brayan Teixeira","Masculino",34,"Assistente de vendas","Bom",6094.8,20
"459","ASS000459","Bento Vargas","Masculino",26,"Assistente de vendas","Excelente",7777.29,22
"460","ASS000460","Ravy Vieira","Masculino",20,"Assistente de vendas","Excelente",9059.97,27
"461","ASS000461","Joaquim Cardoso","Masculino",48,"Assistente de vendas","Insuficiente",8014.77,8
"462","ASS000462","Eduarda Nascimento","Feminino",18,"Assistente de vendas","Excelente",7550.43,27
"463","ASS000463","Heloísa das Neves","Feminino",32,"Assistente de vendas","Excelente",7909.31,23
"464","ASS000464","Julia Costela","Feminino",39,"Assistente de vendas","Regular",6082.91,19
"465","ASS000465","Manuela Ribeiro","Feminino",18,"Assistente de vendas","Regular",6066.67,22
"466","ASS000466","Gabriel Mendes","Masculino",28,"Assistente de vendas","Insuficiente",6599.05,13
"467","ASS000467","Erick da Rosa","Masculino",49,"Assistente de vendas","Insuficiente",7034.51,15
"468","ASS000468","Milena Vargas","Feminino",35,"Assistente de vendas","Bom",7445.96,19
"469","ASS000469","José Miguel Araújo","Masculino",31,"Assistente de vendas","Excelente",8650.04,23
"470","ASS000470","Clara Gonçalves","Feminino",42,"Assistente de vendas","Regular",7139.47,19
"471","ASS000471","Emanuel Teixeira","Masculino",49,"Assistente de vendas","Regular",6735.53,29
